,epoch,onlyRNA,accuracy,f1_median,f1_macro,f1_weighted,pearson
0,8,False,0.08896315028901734,0.0,0.01485368740904944,0.01453573907849085,0.0
1,16,False,0.08896315028901734,0.0,0.01485368740904944,0.01453573907849085,0.0
2,32,False,0.08896315028901734,0.0,0.01485368740904944,0.01453573907849085,0.0
3,64,False,0.08896315028901734,0.0,0.01485368740904944,0.01453573907849085,0.0
4,100,False,0.08896315028901734,0.0,0.01485368740904944,0.01453573907849085,0.0
5,8,True,0.08896315028901734,0.0,0.01485368740904944,0.01453573907849085,0.0
6,16,True,0.08896315028901734,0.0,0.01485368740904944,0.01453573907849085,0.0
7,32,True,0.08896315028901734,0.0,0.01485368740904944,0.01453573907849085,0.0
8,64,True,0.08896315028901734,0.0,0.01485368740904944,0.01453573907849085,0.0
9,100,True,0.08896315028901734,0.0,0.01485368740904944,0.01453573907849085,0.0
